Cattext_name                ;Dialogfenster                                    ;Parameter                                                     ;Oberbegriff                                                   ;Bezeichnung                                                                                  ;Vorlage_txt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;Text_pfad
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;CA125                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;CA125
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;CA15-3                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;CA15-3
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;CA19-9                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;CA19-9
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;CEA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;CEA
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;PSA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;PSA
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;S100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ;S100
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;--                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;--
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;GOT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;GOT
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;GPT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;GPT
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;CHE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;CHE
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;yGT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;yGT
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;AP                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;AP
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;LDH                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;LDH
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;Bilirubin gesamt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;Bilirubin gesamt
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;Bilirubin direktes                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;Bilirubin direktes
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;Lipase                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;Lipase
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;--                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;--
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;H�mocultbrief                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ;H�mocultbrief
Anordnungen                 ;Hauslabor                                        ;Spezielle Laborwerte bei uns im Haus                          ;Spezielle Laborwerte                                          ;Spezielle Laborwerte                                                                         ;--                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;--
Anordnungen                 ;Labor Dialog - Klinische Chemie                  ;Labor Dialog - Klinische Chemie                               ;Labor Dialog - Klinische Chemie                               ;Labor Dialog - Klinische Chemie                                                              ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Anordnungen                 ;Labor Dialog - Klinische Chemie                  ;Labor Dialog - Klinische Chemie                               ;Labor Dialog - Klinische Chemie                               ;Labor Dialog - Klinische Chemie                                                              ;Amiodaron                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ;Amiodaron
Anordnungen                 ;Labor Dialog - Klinische Chemie                  ;Labor Dialog - Klinische Chemie                               ;Labor Dialog - Klinische Chemie                               ;Labor Dialog - Klinische Chemie                                                              ;Carbamazepin                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ;Carbamazepin
Anordnungen                 ;Labor Dialog - Klinische Chemie                  ;Labor Dialog - Klinische Chemie                               ;Labor Dialog - Klinische Chemie                               ;Labor Dialog - Klinische Chemie                                                              ;Gentamicin                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;Gentamicin
Anordnungen                 ;Labor Dialog - Klinische Chemie                  ;Labor Dialog - Klinische Chemie                               ;Labor Dialog - Klinische Chemie                               ;Labor Dialog - Klinische Chemie                                                              ;Levetiracetam                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ;Levetiracetam
Anordnungen                 ;Labor Dialog - Klinische Chemie                  ;Labor Dialog - Klinische Chemie                               ;Labor Dialog - Klinische Chemie                               ;Labor Dialog - Klinische Chemie                                                              ;Lithium                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ;Lithium
Anordnungen                 ;Labor Dialog - Klinische Chemie                  ;Labor Dialog - Klinische Chemie                               ;Labor Dialog - Klinische Chemie                               ;Labor Dialog - Klinische Chemie                                                              ;Meropenem                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ;Meropenem
Anordnungen                 ;Labor Dialog - Klinische Chemie                  ;Labor Dialog - Klinische Chemie                               ;Labor Dialog - Klinische Chemie                               ;Labor Dialog - Klinische Chemie                                                              ;Valproins�ure                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ;Valproins�ure
Anordnungen                 ;Labor Dialog - Klinische Chemie                  ;Labor Dialog - Klinische Chemie                               ;Labor Dialog - Klinische Chemie                               ;Labor Dialog - Klinische Chemie                                                              ;Vancomycin                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;Vancomycin
Anordnungen                 ;Labor Dialog - Klinische Chemie                  ;Labor Dialog - Klinische Chemie                               ;Labor Dialog - Klinische Chemie                               ;Labor Dialog - Klinische Chemie                                                              ;Voriconazol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;Voriconazol
Anordnungen                 ;Labor Dialog - Klinische Chemie                  ;Ergebnis_3                                                    ;Labor Dialog - Klinische Chemie                               ;Ergebnis                                                                                     ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Anordnungen                 ;Labor Dialog - MiBi                              ;Labor Lehrte                                                  ;Labor UMG - MiBi                                              ;MiBi - Probe                                                                                 ;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ;
Anordnungen                 ;Labor Dialog - MiBi                              ;Labor UMG - MiBi                                              ;Labor Lehrte                                                  ;MiBi - Probe                                                                                 ;Abstrich Influenza                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ;Sonstiges Abstrich Influenza
Anordnungen                 ;Labor Dialog - MiBi                              ;Labor UMG - MiBi                                              ;Labor Lehrte                                                  ;MiBi - Probe                                                                                 ;links                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ;Wundabstrich intraoperativ Ohr links
Anordnungen                 ;Labor Dialog - MiBi                              ;Labor UMG - MiBi                                              ;Labor Lehrte                                                  ;MiBi - Probe                                                                                 ;Blutkultur                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;Kulturen Blutkultur
Anordnungen                 ;Labor Dialog - MiBi                              ;Labor UMG - MiBi                                              ;Labor Lehrte                                                  ;MiBi - Probe                                                                                 ;"Blutkultur aus ""LIQUOR"""                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;"Kulturen Blutkultur Blutkultur aus ""LIQUOR"""
Anordnungen                 ;Labor Dialog - MiBi                              ;Labor UMG - MiBi                                              ;Labor Lehrte                                                  ;MiBi - Probe                                                                                 ;Kulturen                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ;Kulturen
Anordnungen                 ;Labor Dialog - MiBi                              ;Labor UMG - MiBi                                              ;Labor Lehrte                                                  ;MiBi - Probe                                                                                 ;Stuhlkultur                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;Kulturen Stuhlkultur
Anordnungen                 ;Labor Dialog - MiBi                              ;Labor UMG - MiBi                                              ;Labor Lehrte                                                  ;MiBi - Probe                                                                                 ;Wundabstrich                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ;Wundabstrich
Anordnungen                 ;Labor Dialog - MiBi                              ;Labor UMG - MiBi                                              ;Labor Lehrte                                                  ;MiBi - Probe                                                                                 ;"Blutkultur aus ""ARTERIE"""                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ;"Kulturen Blutkultur Blutkultur aus ""ARTERIE"""
Anordnungen                 ;Labor Dialog - MiBi                              ;Labor UMG - MiBi                                              ;Labor Lehrte                                                  ;MiBi - Probe                                                                                 ;rechts                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;Wundabstrich intraoperativ Ohr rechts
Anordnungen                 ;Labor Dialog - MiBi                              ;Labor UMG - MiBi                                              ;Labor Lehrte                                                  ;MiBi - Probe                                                                                 ;Sonstiger Abstrich (siehe Kommentar)                                                                                                                                                                                                                                                                                                                                                                                                                                                               ;Sonstiges Sonstiger Abstrich (siehe Kommentar)
Anordnungen                 ;Labor Dialog - MiBi                              ;Labor UMG - MiBi                                              ;Labor Lehrte                                                  ;MiBi - Probe                                                                                 ;"Blutkultur aus ""ZVK"""                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ;"Kulturen Blutkultur Blutkultur aus ""ZVK"""
Anordnungen                 ;Labor Dialog - MiBi                              ;Labor UMG - MiBi                                              ;Labor Lehrte                                                  ;MiBi - Probe                                                                                 ;Trachealsekret                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ;Kulturen Trachealsekret
Anordnungen                 ;Labor Dialog - MiBi                              ;Labor UMG - MiBi                                              ;Labor Lehrte                                                  ;MiBi - Probe                                                                                 ;Sonstige Kultur (siehe Kommentar)                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ;Sonstiges Sonstige Kultur (siehe Kommentar)
Anordnungen                 ;Labor Dialog - MiBi                              ;Labor UMG - MiBi                                              ;Labor Lehrte                                                  ;MiBi - Probe                                                                                 ;Sonstiges                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ;Sonstiges
Anordnungen                 ;Labor Dialog - MiBi                              ;Labor UMG - MiBi                                              ;Labor Lehrte                                                  ;MiBi - Probe                                                                                 ;Sonstiges (siehe Kommentar)                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;Sonstiges Sonstiges (siehe Kommentar)
Anordnungen                 ;Labor Dialog - MiBi                              ;Labor UMG - MiBi                                              ;Labor Lehrte                                                  ;MiBi - Probe                                                                                 ;"Blutkultur aus ""PLEURAERGUSS"""                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ;"Kulturen Blutkultur Blutkultur aus ""PLEURAERGUSS"""
Anordnungen                 ;Labor Dialog - MiBi                              ;Labor UMG - MiBi                                              ;Labor Lehrte                                                  ;MiBi - Probe                                                                                 ;BAL Bronchiallavage                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;Kulturen BAL Bronchiallavage
Anordnungen                 ;Labor Dialog - MiBi                              ;Labor UMG - MiBi                                              ;Labor Lehrte                                                  ;MiBi - Probe                                                                                 ;"Blutkultur aus ""ASCITES"""                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ;"Kulturen Blutkultur Blutkultur aus ""ASCITES"""
Anordnungen                 ;Labor Dialog - MiBi                              ;Labor UMG - MiBi                                              ;Labor Lehrte                                                  ;MiBi - Probe                                                                                 ;Urinkultur                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ;Kulturen Urinkultur
Anordnungen                 ;Labor Dialog - MiBi                              ;Labor UMG - MiBi                                              ;Labor Lehrte                                                  ;MiBi - Probe                                                                                 ;Legionella pneumophila Antigen Serotyp 1                                                                                                                                                                                                                                                                                                                                                                                                                                                           ;Sonstiges Legionella pneumophila Antigen Serotyp 1
Anordnungen                 ;Labor Dialog - MiBi                              ;Labor UMG - MiBi                                              ;Labor Lehrte                                                  ;MiBi - Probe                                                                                 ;"Blutkultur aus ""PERIPHERIE"""                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ;"Kulturen Blutkultur Blutkultur aus ""PERIPHERIE"""
Anordnungen                 ;Labor Dialog - MiBi                              ;Labor UMG - MiBi                                              ;Labor Lehrte                                                  ;MiBi - Probe                                                                                 ;intraoperativ                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ;Wundabstrich intraoperativ
Anordnungen                 ;Labor Dialog - MiBi                              ;Labor UMG - MiBi                                              ;Labor Lehrte                                                  ;MiBi - Probe                                                                                 ;Ohr                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;Wundabstrich intraoperativ Ohr
Anordnungen                 ;Labor Dialog - MiBi                              ;Labor UMG - MiBi                                              ;Labor Lehrte                                                  ;MiBi - Probe                                                                                 ;auf Station                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ;Wundabstrich auf Station
Anordnungen                 ;Labor Dialog - MiBi                              ;Labor UMG - MiBi                                              ;Labor Lehrte                                                  ;MiBi - Probe                                                                                 ;Nase                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ;Wundabstrich intraoperativ Nase
Anordnungen                 ;Labor Dialog - MiBi                              ;Labor UMG - MiBi                                              ;Labor Lehrte                                                  ;MiBi - Probe                                                                                 ;Ohr                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ;Wundabstrich auf Station Ohr
